name,description,minutes,tags,steps,ingredients,Calories,Protein,Fat,Sugar,Sodium,Iron,Vitamin C,Cholesterol,Trans Fat,Calcium
Stuffed Zucchini,A delicious dish made with Croutons and other ingredients.,50,"General,Recipe,Low Fat","Prepare the Chicken., Prepare the Coconut milk., Prepare the Olive oil., Prepare the Coconut milk., Prepare the Chicken.","Flour, Coconut milk, Olive oil, Chicken",284,43,8,17,1247,4.44,81,116,5.21,963
Pasta Primavera,A delicious dish made with Broccoli and other ingredients.,25,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Rice., Prepare the Pepper., Prepare the Rice., Prepare the Pepper., Prepare the Rice.","Cilantro, Rice, Pepper",578,23,8,17,930,0.51,84,144,3.38,590
Baked Salmon,A delicious dish made with Cocoa powder and other ingredients.,60,"General,Recipe","Prepare the Coconut milk., Prepare the Beef., Prepare the Spinach., Prepare the Coconut milk., Prepare the Spinach.","Salt, Coconut milk, Spinach, Balsamic vinegar, Beef",254,41,39,25,778,4.53,12,291,2.66,901
Cinnamon Rolls,A delicious dish made with Cumin and other ingredients.,33,"General,Recipe,Vegetarian","Prepare the Sugar., Prepare the Sugar., Prepare the Sugar., Prepare the Caesar dressing., Prepare the Parmesan cheese.","Caesar dressing, Sugar, Parmesan cheese",335,32,33,17,804,1.18,75,275,6.45,485
Cheeseburger Pizza,A delicious dish made with Sugar and other ingredients.,39,"General,Recipe,Vegetarian","Prepare the Shrimp., Prepare the Tortillas., Prepare the Ginger., Prepare the Shrimp., Prepare the Shrimp.","Ginger, Tortillas, Spinach, Thyme, Shrimp",321,8,28,20,245,0.36,71,191,2.65,715
Chocolate Brownies,A delicious dish made with Olive oil and other ingredients.,24,"General,Recipe,Quick,Vegetarian","Prepare the Garlic., Prepare the Flour., Prepare the Garlic., Prepare the Lettuce., Prepare the Garlic.","Butter, Lettuce, Tortillas, Garlic, Flour, Rosemary",265,17,22,15,1290,1.02,34,105,5.17,616
Shrimp Tacos,A delicious dish made with Pasta and other ingredients.,19,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Coconut milk., Prepare the Coconut milk., Prepare the Tomatoes., Prepare the Coconut milk., Prepare the Coconut milk.","Tortillas, Tomatoes, Coconut milk",634,16,4,13,425,0.97,16,50,6.97,108
Chicken Korma,A delicious dish made with Pasta and other ingredients.,53,"General,Recipe,Low Fat","Prepare the Salt., Prepare the Salt., Prepare the Shrimp., Prepare the Beef., Prepare the Salt.","Carrots, Cocoa powder, Salt, Shrimp, Pepper, Beef",559,28,12,10,176,1.34,70,235,8.57,966
Lemon Bars,A delicious dish made with Cocoa powder and other ingredients.,50,"General,Recipe,Vegetarian,Low Fat","Prepare the Eggs., Prepare the Eggs., Prepare the Broccoli., Prepare the Eggs., Prepare the Balsamic vinegar.","Balsamic vinegar, Lemon, Broccoli, Eggs, Parmesan cheese",197,31,7,11,1429,0.81,38,53,7.06,2
Mango Sticky Rice,A delicious dish made with Rosemary and other ingredients.,26,"General,Recipe,Quick,Vegetarian","Prepare the Tortillas., Prepare the Soy sauce., Prepare the Tortillas., Prepare the Ginger., Prepare the Ginger.","Soy sauce, Broccoli, Spinach, Olive oil, Ginger, Tortillas",158,16,28,16,746,2.6,89,225,8.79,298
Baked Potato,A delicious dish made with Thyme and other ingredients.,60,"General,Recipe","Prepare the Flour., Prepare the Vegetable broth., Prepare the Chicken., Prepare the Balsamic vinegar., Prepare the Flour.","Balsamic vinegar, Chicken, Flour, Vegetable broth, Butter",226,28,26,17,46,1.13,77,211,2.06,959
Chicken Cacciatore,A delicious dish made with Soy sauce and other ingredients.,50,"General,Recipe,Vegetarian","Prepare the Salt., Prepare the Cheese., Prepare the Cheese., Prepare the Salt., Prepare the Cheese.","Salt, Onions, Cheese, Thyme",260,42,29,20,149,2.82,40,65,3.99,646
Caprese Skewers,A delicious dish made with Chicken and other ingredients.,21,"General,Recipe,Quick","Prepare the Ginger., Prepare the Shrimp., Prepare the Beef., Prepare the Beef., Prepare the Ginger.","Ginger, Eggs, Shrimp, Beef",270,21,23,28,923,0.48,100,256,8.78,167
Garlic Bread,A delicious dish made with Flour and other ingredients.,16,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Rice., Prepare the Olive oil., Prepare the Rice., Prepare the Rice., Prepare the Parmesan cheese.","Rice, Olive oil, Parmesan cheese",723,23,6,5,1295,1.3,86,219,5.57,643
Jambalaya,A delicious dish made with Balsamic vinegar and other ingredients.,37,"General,Recipe,Vegetarian,Low Fat","Prepare the Parmesan cheese., Prepare the Parmesan cheese., Prepare the Parmesan cheese., Prepare the Vegetable broth., Prepare the Parmesan cheese.","Vegetable broth, Parmesan cheese, Cilantro",304,21,11,16,733,2.89,58,40,0.63,583
Balsamic Chicken,A delicious dish made with Pork and other ingredients.,36,"General,Recipe,Vegetarian","Prepare the Thyme., Prepare the Tomatoes., Prepare the Butter., Prepare the Thyme., Prepare the Thyme.","Thyme, Tomatoes, Lemon, Butter",391,15,38,2,1041,4.09,32,110,2.7,623
Vegetable Stir Fry,A delicious dish made with Eggs and other ingredients.,41,"Asian,Recipe,Vegetarian","Prepare the Shrimp., Prepare the Shrimp., Prepare the Ginger., Prepare the Cilantro., Prepare the Cilantro.","Ginger, Cilantro, Shrimp",529,25,18,5,1147,4.5,26,191,7.36,862
Cranberry Sauce,A delicious dish made with Shrimp and other ingredients.,44,"General,Recipe,Vegetarian,Low Fat","Prepare the Cocoa powder., Prepare the Bell peppers., Prepare the Tomatoes., Prepare the Tomatoes., Prepare the Tomatoes.","Bell peppers, Lettuce, Tomatoes, Cocoa powder, Soy sauce",704,50,13,16,693,2.31,66,65,0.9,79
Pasta Salad,A delicious dish made with Rice and other ingredients.,44,"General,Recipe,Vegetarian","Prepare the Olive oil., Prepare the Caesar dressing., Prepare the Olive oil., Prepare the Rosemary., Prepare the Soy sauce.","Rosemary, Olive oil, Soy sauce, Caesar dressing",523,28,33,19,737,4.79,69,246,4.09,181
Szechuan Noodles,A delicious dish made with Soy sauce and other ingredients.,55,"General,Recipe,Vegetarian,Low Fat","Prepare the Tortillas., Prepare the Chili powder., Prepare the Cilantro., Prepare the Tortillas., Prepare the Chili powder.","Chili powder, Cilantro, Tortillas, Basil, Pepper",151,18,6,13,572,4.41,25,163,3.11,296
Caramel Flan,A delicious dish made with Olive oil and other ingredients.,44,"General,Recipe,Vegetarian","Prepare the Vegetable broth., Prepare the Vegetable broth., Prepare the Eggs., Prepare the Eggs., Prepare the Carrots.","Coconut milk, Vegetable broth, Flour, Eggs, Carrots, Cocoa powder",771,12,27,27,60,4.17,87,126,7.97,757
Crab Cakes,A delicious dish made with Vegetable broth and other ingredients.,19,"General,Recipe,Quick,Vegetarian","Prepare the Onions., Prepare the Onions., Prepare the Ginger., Prepare the Ginger., Prepare the Onions.","Ginger, Rice, Lemon, Rosemary, Onions",174,7,38,25,1500,2.86,47,210,3.18,774
Beef Kebab,A delicious dish made with Lemon and other ingredients.,25,"General,Recipe,Quick,Vegetarian","Prepare the Basil., Prepare the Coconut milk., Prepare the Basil., Prepare the Basil., Prepare the Coconut milk.","Coconut milk, Tomatoes, Basil, Bell peppers",424,29,25,5,1237,4.58,2,127,7.88,177
Ramen Noodles,A delicious dish made with Broccoli and other ingredients.,59,"General,Recipe,Vegetarian","Prepare the Chili powder., Prepare the Coconut milk., Prepare the Bell peppers., Prepare the Coconut milk., Prepare the Bell peppers.","Lettuce, Bell peppers, Coconut milk, Chili powder",531,21,17,1,1121,0.39,30,124,4.11,351
Bangers and Mash,A delicious dish made with Salt and other ingredients.,34,"General,Recipe,Vegetarian,Low Fat","Prepare the Rice., Prepare the Lettuce., Prepare the Coconut milk., Prepare the Coconut milk., Prepare the Ginger.","Tomatoes, Ginger, Coconut milk, Lettuce, Rice, Thyme",696,31,3,23,1267,4.18,25,232,8.5,728
Chicken Tenders,A delicious dish made with Cocoa powder and other ingredients.,33,"General,Recipe,Vegetarian","Prepare the Chili powder., Prepare the Chili powder., Prepare the Chili powder., Prepare the Cilantro., Prepare the Pepper.","Pepper, Chili powder, Cilantro",796,25,18,16,1284,0.2,73,1,1.66,258
Seafood Gumbo,A delicious dish made with Rosemary and other ingredients.,23,"General,Recipe,Quick,Vegetarian","Prepare the Cocoa powder., Prepare the Tortillas., Prepare the Carrots., Prepare the Tortillas., Prepare the Cocoa powder.","Tortillas, Cocoa powder, Carrots",684,22,39,30,1307,1.22,24,209,4.46,499
Pork Schnitzel,A delicious dish made with Spinach and other ingredients.,15,"General,Recipe,Quick","Prepare the Sugar., Prepare the Sugar., Prepare the Sugar., Prepare the Chicken., Prepare the Chicken.","Sugar, Chicken, Broccoli",510,22,37,14,937,4.01,46,52,3.24,552
Chicken Burrito,A delicious dish made with Cocoa powder and other ingredients.,29,"General,Recipe,Quick,Vegetarian","Prepare the Basil., Prepare the Sugar., Prepare the Salt., Prepare the Eggs., Prepare the Basil.","Basil, Vegetable broth, Sugar, Salt, Eggs",783,12,36,10,1178,0.28,25,155,5.02,573
Chicken Shawarma,A delicious dish made with Rosemary and other ingredients.,54,"General,Recipe,Vegetarian","Prepare the Tomatoes., Prepare the Cumin., Prepare the Salt., Prepare the Tomatoes., Prepare the Tomatoes.","Salt, Tomatoes, Cumin",636,15,15,30,751,1.35,3,97,6.22,111
Spaghetti Carbonara,A delicious dish made with Tomatoes and other ingredients.,54,"Italian,Recipe,Vegetarian","Prepare the Chili powder., Prepare the Chili powder., Prepare the Vegetable broth., Prepare the Chili powder., Prepare the Shrimp.","Chili powder, Vegetable broth, Shrimp",469,14,34,1,722,4.18,15,125,5.46,715
Tomato Soup,A delicious dish made with Broccoli and other ingredients.,47,"American,Recipe,Vegetarian,Low Fat","Prepare the Bell peppers., Prepare the Bell peppers., Prepare the Bell peppers., Prepare the Bell peppers., Prepare the Ginger.","Butter, Basil, Lemon, Bell peppers, Ginger",237,44,8,20,1248,4.43,73,177,7.32,282
Caesar Salad,A delicious dish made with Cumin and other ingredients.,55,"American,Recipe,Vegetarian","Prepare the Pasta., Prepare the Shrimp., Prepare the Olive oil., Prepare the Olive oil., Prepare the Eggs.","Shrimp, Olive oil, Eggs, Pasta",251,27,26,1,1336,0.4,35,121,5.23,238
Chicken Curry,A delicious dish made with Croutons and other ingredients.,35,"Indian,Recipe","Prepare the Eggs., Prepare the Chicken., Prepare the Rice., Prepare the Spinach., Prepare the Chicken.","Eggs, Spinach, Rice, Chicken",208,48,20,3,1314,2.04,18,83,2.18,869
Vegetable Stir Fry,A delicious dish made with Chili powder and other ingredients.,54,"Asian,Recipe","Prepare the Basil., Prepare the Bell peppers., Prepare the Cheese., Prepare the Cheese., Prepare the Bell peppers.","Chicken, Cheese, Cocoa powder, Basil, Bell peppers",539,15,25,9,1083,1.43,51,6,1.83,499
Beef Tacos,A delicious dish made with Caesar dressing and other ingredients.,28,"General,Recipe,Quick,Vegetarian","Prepare the Eggs., Prepare the Shrimp., Prepare the Bell peppers., Prepare the Shrimp., Prepare the Garlic.","Shrimp, Ginger, Eggs, Bell peppers, Garlic, Cocoa powder",659,29,32,19,724,3.15,89,190,0.53,588
Lemon Garlic Salmon,A delicious dish made with Rosemary and other ingredients.,29,"General,Recipe,Quick,Vegetarian","Prepare the Chili powder., Prepare the Cumin., Prepare the Cumin., Prepare the Spinach., Prepare the Vegetable broth.","Pasta, Spinach, Ginger, Vegetable broth, Cumin, Chili powder",399,24,19,6,1173,0.54,60,276,6.35,490
Margherita Pizza,A delicious dish made with Eggs and other ingredients.,50,"General,Recipe,Vegetarian,Low Fat","Prepare the Thyme., Prepare the Chili powder., Prepare the Chili powder., Prepare the Chili powder., Prepare the Thyme.","Olive oil, Rosemary, Butter, Thyme, Chili powder, Onions",634,25,14,20,378,0.15,17,249,6.43,527
Chocolate Cake,A delicious dish made with Caesar dressing and other ingredients.,56,"General,Recipe,Vegetarian","Prepare the Lettuce., Prepare the Lettuce., Prepare the Lemon., Prepare the Lemon., Prepare the Lemon.","Lettuce, Broccoli, Lemon, Cocoa powder, Croutons",694,50,17,22,250,2.64,33,4,1.52,131
Pancakes,A delicious dish made with Beef and other ingredients.,56,"General,Recipe","Prepare the Croutons., Prepare the Cocoa powder., Prepare the Lettuce., Prepare the Lettuce., Prepare the Vegetable broth.","Cocoa powder, Cheese, Lettuce, Pork, Croutons, Vegetable broth",761,41,33,12,187,4.63,14,17,7.09,157
Grilled Cheese,A delicious dish made with Chili powder and other ingredients.,24,"General,Recipe,Quick,Vegetarian","Prepare the Spinach., Prepare the Lettuce., Prepare the Lettuce., Prepare the Parmesan cheese., Prepare the Parmesan cheese.","Spinach, Lettuce, Parmesan cheese, Pepper, Cilantro",635,16,27,26,911,4.74,40,67,5.44,970
Mushroom Risotto,A delicious dish made with Shrimp and other ingredients.,47,"General,Recipe,Vegetarian","Prepare the Broccoli., Prepare the Lettuce., Prepare the Pepper., Prepare the Broccoli., Prepare the Pepper.","Lettuce, Pepper, Broccoli, Rosemary",228,48,33,8,808,3.65,83,137,2.71,586
Beef Stroganoff,A delicious dish made with Chicken and other ingredients.,54,"General,Recipe,Vegetarian","Prepare the Rice., Prepare the Olive oil., Prepare the Butter., Prepare the Olive oil., Prepare the Onions.","Butter, Cocoa powder, Rice, Olive oil, Onions",304,23,17,12,202,0.15,61,244,6.79,272
Shrimp Scampi,A delicious dish made with Basil and other ingredients.,45,"General,Recipe,Vegetarian","Prepare the Spinach., Prepare the Onions., Prepare the Rice., Prepare the Flour., Prepare the Rice.","Flour, Onions, Spinach, Soy sauce, Rice",247,30,35,10,265,3.62,89,216,4.49,225
Quiche Lorraine,A delicious dish made with Parmesan cheese and other ingredients.,57,"General,Recipe","Prepare the Garlic., Prepare the Parmesan cheese., Prepare the Pork., Prepare the Pork., Prepare the Parmesan cheese.","Shrimp, Garlic, Parmesan cheese, Pork",313,14,21,22,792,4.61,53,262,1.67,486
Stuffed Peppers,A delicious dish made with Chili powder and other ingredients.,54,"General,Recipe,Vegetarian","Prepare the Butter., Prepare the Cumin., Prepare the Butter., Prepare the Rosemary., Prepare the Olive oil.","Olive oil, Cumin, Butter, Rosemary",570,33,15,1,1340,0.53,5,157,8.13,936
BBQ Ribs,A delicious dish made with Ginger and other ingredients.,53,"General,Recipe,Vegetarian","Prepare the Onions., Prepare the Balsamic vinegar., Prepare the Cumin., Prepare the Balsamic vinegar., Prepare the Balsamic vinegar.","Croutons, Cumin, Onions, Balsamic vinegar, Lemon",626,37,39,13,461,4.9,39,95,4.11,504
Fish Tacos,A delicious dish made with Olive oil and other ingredients.,34,"General,Recipe,Vegetarian,Low Fat","Prepare the Cilantro., Prepare the Olive oil., Prepare the Pasta., Prepare the Salt., Prepare the Pasta.","Parmesan cheese, Salt, Cilantro, Olive oil, Pasta",271,16,5,17,1096,1.53,47,61,1.35,0
Pulled Pork Sandwich,A delicious dish made with Soy sauce and other ingredients.,31,"General,Recipe,Vegetarian,Low Fat","Prepare the Cilantro., Prepare the Cilantro., Prepare the Cilantro., Prepare the Cilantro., Prepare the Rosemary.","Rosemary, Cilantro, Garlic",647,31,12,28,885,4.97,13,122,4.36,933
Pad Thai,A delicious dish made with Bell peppers and other ingredients.,23,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Lettuce., Prepare the Lettuce., Prepare the Salt., Prepare the Basil., Prepare the Tortillas.","Tortillas, Basil, Cheese, Lettuce, Salt, Pasta",333,8,5,1,521,3.45,45,239,7.3,84
Ratatouille,A delicious dish made with Rosemary and other ingredients.,37,"General,Recipe,Vegetarian,Low Fat","Prepare the Cumin., Prepare the Cumin., Prepare the Basil., Prepare the Basil., Prepare the Cumin.","Lettuce, Coconut milk, Basil, Cumin, Flour",550,50,1,28,261,3.49,42,272,9.62,681
Eggplant Parmesan,A delicious dish made with Olive oil and other ingredients.,29,"General,Recipe,Quick,Vegetarian,Low Fat","Prepare the Garlic., Prepare the Lettuce., Prepare the Lettuce., Prepare the Ginger., Prepare the Garlic.","Garlic, Ginger, Cocoa powder, Tomatoes, Lettuce, Salt",561,38,12,2,1237,2.79,77,210,9.65,317
Fried Rice,A delicious dish made with Bell peppers and other ingredients.,33,"General,Recipe,Vegetarian,Low Fat","Prepare the Balsamic vinegar., Prepare the Spinach., Prepare the Cocoa powder., Prepare the Spinach., Prepare the Balsamic vinegar.","Cocoa powder, Spinach, Balsamic vinegar",587,36,4,14,1359,4.99,40,63,4.02,898
Chicken Alfredo,A delicious dish made with Onions and other ingredients.,21,"General,Recipe,Quick","Prepare the Carrots., Prepare the Ginger., Prepare the Chili powder., Prepare the Beef., Prepare the Carrots.","Ginger, Beef, Salt, Chili powder, Carrots",289,19,26,28,1247,0.42,10,2,2.71,541
Baked Ziti,A delicious dish made with Cumin and other ingredients.,43,"General,Recipe,Vegetarian","Prepare the Lettuce., Prepare the Lettuce., Prepare the Pasta., Prepare the Pasta., Prepare the Lettuce.","Pasta, Chili powder, Rosemary, Lettuce",186,8,34,22,1430,2.26,64,64,3.93,340
Chili,A delicious dish made with Sugar and other ingredients.,51,"General,Recipe,Vegetarian,Low Fat","Prepare the Parmesan cheese., Prepare the Carrots., Prepare the Thyme., Prepare the Parmesan cheese., Prepare the Carrots.","Parmesan cheese, Carrots, Thyme, Tomatoes",704,17,11,8,681,1.76,38,36,8.82,564
Lentil Soup,A delicious dish made with Caesar dressing and other ingredients.,41,"General,Recipe,Vegetarian","Prepare the Garlic., Prepare the Thyme., Prepare the Garlic., Prepare the Chili powder., Prepare the Olive oil.","Garlic, Thyme, Olive oil, Chili powder, Spinach",419,33,29,6,1333,0.24,56,171,9.67,428
Pesto Pasta,A delicious dish made with Caesar dressing and other ingredients.,54,"General,Recipe,Low Fat","Prepare the Beef., Prepare the Shrimp., Prepare the Basil., Prepare the Chicken., Prepare the Basil.","Shrimp, Carrots, Basil, Chili powder, Chicken, Beef",686,28,8,20,1359,3.07,32,107,9.06,649
